File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c3def0b7/s-gravendijkwal,Apartment 's-Gravendijkwal,3015 CE (Oude Westen),1900,115,3,Interior is not available,Charming apartment for rent in Rotterdam with 2 bedrooms in the Oude Westen district.,19-08-2022,consultation,Specifics are not available,Excellent,345,Apartment,Existing building,1940,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/c3def0b7/rotterdam/nvv-wonen/request-details,2022-08-21 00:30:01
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/fe3466b5/lisstraat,Apartment Lisstraat,3037 RA (Liskwartier),1075,50,3,Upholstered,Nice upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Liskwartier district.,10-08-2022,consultation,Specifics are not available,Reasonable,132,Apartment,Existing building,1941,Location type is not available,2,1,1,Present,Not present,Present,Box,Yes,https://www.pararius.com/contact/fe3466b5/rotterdam/voorberg-nvm-makelaars/request-details,2022-08-10 21:30:28
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/617c0183/brussestraat,Apartment Brussestraat,3031 SH (Rubroek),1400,51,3,Furnished,For rent per 15th of September :,24-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1941,Location type is not available,2,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/617c0183/rotterdam/iris-housing-rotterdam/request-details,25-08-2022 21:41
rotterdam_27.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d15ddabb/statensingel,Apartment Statensingel 142 C,3039 LW (Blijdorp),1650,90,4,Furnished,Lovely furnished apartment with balcony for rent in Rotterdam with 2 bedrooms in the Blijdorp district.,31-08-2022,Not available to book,Specifics are not available,Good,270,Apartment,Existing building,1941,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d15ddabb/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-09-01
rotterdam_20.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c8ec603c/bergstraat,Apartment Bergstraat,3035 TD (Oude Noorden),1195,60,2,Upholstered,ROTTERDAM OUDE NOORDEN: Completely RENOVATED 2-room apartment with 2 BALCONIES and a living area of approx. 60m2 in a QUIET side street of the Noordsingel!,22-08-2022,01-11-2022,Specifics are not available,Upkeep is not available,156,Apartment,Existing building,1943,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c8ec603c/rotterdam/rental-rotterdam/request-details,2022-08-22 20:15:41
rotterdam_7.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d213c8fa/westewagenstraat,Apartment Westewagenstraat 12,3011 AS (Stadsdriehoek),1395,112,4,Upholstered,Charming upholstered apartment for rent in Rotterdam with 3 bedrooms in the Stadsdriehoek district.,09-08-2022,consultation,Specifics are not available,Reasonable,300,Apartment,Existing building,1945,Location type is not available,3,Number of bathrooms is not available,1,Not present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/d213c8fa/rotterdam/ooms-makelaars-woningen/request-details,2022-08-09 23:45:01
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/74929297/oppert,Apartment Oppert,3011 HT (Stadsdriehoek),1525,78,3,Furnished,"In the center of Rotterdam, right behind the Binnenrotte, fully furnished 2 bedroom apartment on the first floor with balcony at the rear. Within walking distance of various shops, public transport, metro station Stadhuis and tram line. Layout:",2 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1945,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/74929297/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:34:24
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/2f014730/korhaanstraat,Apartment Korhaanstraat,3083 XE (Carnisse),695,60,3,Shell,Apartment with garden for rent in Rotterdam with 2 bedrooms in the Carnisse district.,2 weeks,Not available to book,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1947,in a residential area,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2f014730/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-03 17:40:05
rotterdam_3.csv,https://www.pararius.com/apartment-for-rent/rotterdam/90fb06bf/lepelaarsingel,Apartment Lepelaarsingel,3083 KG (Carnisse),675,47,1,Interior is not available,2 room apartment for rent with BALCONY!,05-08-2022,Not available to book,Specifics are not available,Upkeep is not available,126,Apartment,Existing building,1947,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/90fb06bf/rotterdam/rent-an-apartment-rotterdam/request-details,05-08-2022 18:47
rotterdam_10.csv,https://www.pararius.com/apartment-for-rent/rotterdam/4dcf4b14/lepelaarsingel,Apartment Lepelaarsingel,3083 KN (Carnisse),1050,59,4,Upholstered,"Available from September 1: Well located, modernized and cozy 4-room apartment located on the second (top) floor.   ",12-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1947,Location type is not available,3,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4dcf4b14/rotterdam/smart-letting/request-details,2022-08-12 22:27:06
rotterdam_16.csv,https://www.pararius.com/apartment-for-rent/rotterdam/7ab25d6a/lepelaarsingel,Apartment Lepelaarsingel,3083 KG (Carnisse),675,47,1,Interior is not available,2 room apartment for rent with BALCONY!,05-08-2022,consultation,Specifics are not available,Upkeep is not available,126,Apartment,Existing building,1947,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/7ab25d6a/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-19 00:08:26
rotterdam_27.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e01380cb/nolensstraat,Apartment Nolensstraat,3039 PN (Blijdorp),1695,95,3,Furnished,Lovely furnished apartment with garden for rent in Rotterdam with 2 bedrooms in the Blijdorp district.,31-08-2022,Not available to book,Specifics are not available,Good,247,Apartment,Existing building,1947,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/e01380cb/rotterdam/dehonvastgoed/request-details,2022-09-01
rotterdam_29.csv,https://www.pararius.com/apartment-for-rent/rotterdam/69dfd6eb/lepelaarsingel,Apartment Lepelaarsingel,3083 KP (Carnisse),1195,52,3,Interior is not available,Nice apartment for rent in Rotterdam with 2 bedrooms in the Carnisse district.,02-09-2022,Not available to book,Specifics are not available,Good,340,Apartment,Existing building,1947,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/69dfd6eb/rotterdam/ed-housing/request-details,03-09-2022
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/68f08d56/leeuwenstraat,Apartment Leeuwenstraat,3011 AL (Stadsdriehoek),1350,97,1,Furnished,ROTTERDAM CITY CENTER: Trendy loft with industrial details. The apartment is rented furnished and is available in consultation!,01-08-2022,Not available to book,Specifics are not available,Reasonable,339,Apartment,Existing building,1949,Location type is not available,Number of bedrooms is not available,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/68f08d56/rotterdam/rental-rotterdam/request-details,2022-08-03 17:37:50
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/2dd8fb8c/zuidplein,Apartment Zuidplein,3083 CR (Zuidplein),750,40,3,Interior is not available,Apartment with balcony for rent in Rotterdam with 2 bedrooms in the Zuidplein district.,3+ months,Not available to book,Monumental building,Good,133,Apartment,Existing building,1949,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/2dd8fb8c/rotterdam/d-s-vastgoed/request-details,2022-08-03 17:45:36
rotterdam_6.csv,https://www.pararius.com/apartment-for-rent/rotterdam/4d7b3c74/schieweg,Apartment Schieweg,3038 BA (Bergpolder),1250,70,3,Upholstered,Rental price,08-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1949,Location type is not available,2,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4d7b3c74/rotterdam/overbruggingsverhuur-nl/request-details,2022-08-08 22:43:25
rotterdam_20.csv,https://www.pararius.com/apartment-for-rent/rotterdam/82ece95b/witte-de-withstraat,Apartment Witte de Withstraat,3012 BL (Cool),1750,74,3,Furnished,"Fully furnished 2-bedroom apartment for rent in the heart of Rotterdam! Situated on one the most popular streets in Rotterdam: Witte de Withstraat. The street is lively due to plenty of restaurants, bars, art centers and many more things to see. Close to the apartment is metro station Beurs and train station Blaak which can be reached within 5 minutes on foot. Also close by you can find The Markthal, the Oude Haven and the Koopgoot where all the larger shops can be found. Last mentioned can be reached within 5 minutes by bike.  ",22-08-2022,Not available to book,Specifics are not available,Good,205,Apartment,Existing building,1949,In the city centre,1,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/82ece95b/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-22 20:14:59
rotterdam_8.csv,https://www.pararius.com/house-for-rent/rotterdam/7fd25569/bermweg,House Bermweg,3059 LA (Nesselande),1650,95,4,Upholstered or furnished,A family home on a wonderful location!,10-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,247,House,Existing building,1950,Location type is not available,3,1,1,Not present,Present,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/7fd25569/rotterdam/linda-housing/request-details,2022-08-10 21:30:39
